diag_name,component,in_paper_scope,new_vs_base,strict_records,source_tus,injector_count,languages,projects,strategies,campaign_count,injector_ids
err_main_arg_wrong,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-833a045cec63e7af
err_main_global_variable,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-5ed0b446c8ff4eba
err_main_returns_nonint,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-011a25ee283003e2
err_mainlike_template_decl,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-a6e29affe171cb24
err_malformed_std_coroutine_traits,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-3328f3fe782e7cef
err_mem_init_not_member_or_class,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_mem_init_not_member_or_class_suggest,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_member_call_without_object,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-edaa5f8f1fa2bda6
err_member_def_does_not_match_ret_type,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-d881440ab6b7ecbc
err_member_extra_qualification,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-bf8c3b90e0200f03
err_member_function_call_bad_cvr,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-9c2a38387dae8137
err_member_function_call_bad_ref,Sema,true,false,6,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-e920e85e8d250451
err_member_function_initialization,Sema,true,false,4,3,2,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v2-642defb259061b12|fuzzlang-v2-a5fe64501a614d19
err_member_redeclared_in_instantiation,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-b26ad0127e0feade
err_member_reference_needs_call,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-a066406ee79efe64
err_member_with_template_arguments,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-6edfd38950007854
err_memptr_conv_via_virtual,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-75d565c455699d9b
err_mismatched_code_seg_base,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-17594c03b9b861c0
err_mismatched_exception_spec,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-daa2aacbcd56edc5
err_mismatched_uuid,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-b19bfab9fe0fe6be
err_mismatched_visibility,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_misplaced_ellipsis_in_declaration,Parse,true,false,3,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-c940f88a1c768ddd
err_missing_comma_before_ellipsis,Parse,true,false,2,2,1,c,ffmpeg,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-a4d27f231de561f0
err_missing_default_ctor,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-008b29358febecbb
err_missing_dependent_template_keyword,Parse,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v1-46baacbe5cddd024
err_missing_exception_specification,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-ba29e44c1d6a6cf0
err_missing_param,Parse,true,false,4,4,3,c|c++,ffmpeg|llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v1-5eab926e6a8f0932|fuzzlang-v1-9d6c88420debbc79|fuzzlang-v2-26291da890273693
err_missing_type_specifier,Sema,true,false,3,3,2,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,3,fuzzlang-v1-e01d928effdeb3ff|fuzzlang-v2-c15747347d9e1761
err_mode_wrong_type,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-d29dbbca37d7d694
err_module_decl_not_at_start,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-c3d29b49cd6dc9ba
err_module_private_local,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-6c3e7874d1d5f203
err_ms_attributes_not_enabled,Parse,false,false,4,4,3,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,4,fuzzlang-v1-72fddaff80233195|fuzzlang-v1-c7070f0323c167c6|fuzzlang-v2-08f7729e55a5aa16
err_ms_va_start_used_in_sysv_function,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-19a452f7033c055c
err_multichar_character_literal,Lex,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_multiple_base_initialization,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-d3d2c665b4fd887d
err_multiple_default_labels_defined,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_multiple_final_overriders,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-70fed884b3f28fbf
err_multiple_mem_union_initialization,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-60274491d65b9aab
err_multiple_template_declarators,Parse,true,false,2,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_multiversion_not_allowed_on_main,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-cb60a8af88bf1e08
err_musttail_member_mismatch,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-19738c7c29ba5cf7
err_musttail_mismatch,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-aaeaa650c58e34d2
err_musttail_needs_call,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-427df4ea205dda4a
err_musttail_needs_prototype,Sema,true,false,2,2,2,c,ffmpeg,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-892e08dcec2d7923|fuzzlang-v2-dd6a5eae49e77816
err_mutable_function,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-43ff8867e944781d|fuzzlang-v2-55a9078a80540709
err_mutable_nonmember,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-d484972dcb50da0e
err_mutable_reference,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_namespace_nonnamespace_scope,Parse,true,false,6,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-a48c8b0575bbf228
err_need_header_before_typeid,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-732949c8918d9c92
err_nested_non_static_member_use,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-0ffa431e901e38b4
err_nested_redefinition,Sema,true,false,1,1,1,c,ffmpeg,gemma_append_witness_injector_replay,1,fuzzlang-v2-2b85435cec72495e
err_new_abi_tag_on_redeclaration,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-bf2c066f800864f2
err_new_array_init_args,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-7bed3ded9bdb5173
err_new_array_of_auto,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-bd5e7bec53ed00f0
err_new_array_size_unknown_from_init,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-54af613ff360a170
err_no_declarators,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-1ea6bd36dbc2e0f0
err_no_dynamic_cast_with_fno_rtti,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-c323b74cd4841d2c|fuzzlang-v2-d0533c96cccc7721
err_no_matching_local_friend,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-886d4250e4f5d68e
err_no_member,Sema,true,false,6,6,4,c|c++,ffmpeg|llvm,gemma_code_witness_bootstrap|gemma_code_witness_injector_replay|synthesized_injector_campaign,6,fuzzlang-v1-aaa0df63c184cf43|fuzzlang-v1-f41eaf0f75f5e17f|fuzzlang-v2-1f48b55d8d42eb51|fuzzlang-v2-8f41276897f4dbae
err_no_member_overloaded_arrow,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-580b273cd7a959a4
err_no_member_suggest,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-d2cc83a280de3ead
err_no_member_template,Sema,true,false,2,2,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-e2406e9c095f7eca|fuzzlang-v2-855bd7a0229361d3
err_no_member_template_suggest,Sema,true,false,4,4,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-32a0ee2e151a85f3
err_no_suitable_delete_member_function_found,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-8f90b955d51db53f
err_no_template,Sema,true,false,2,2,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-dd6a9ba81c144b70|fuzzlang-v2-0c27dcb9665249f5
err_no_template_suggest,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-2ea8323f4b7f5863
err_no_typeid_with_fno_rtti,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-e7962caccfd46151
err_non_asm_stmt_in_naked_function,Sema,false,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-62a34f73da8f3b83
err_non_bool_atomic_constraint,Sema,true,false,2,2,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-572b8c90db27cc11|fuzzlang-v2-2e3983bd022dd3de
err_non_constant_constraint_expression,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-0b4c742470a60ab7
err_non_consteval_override,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-6beb718c3beef02f
err_non_deleted_override,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_non_extern_extern,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_non_static_static,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_non_temp_friend_decl_with_requires_clause_must_be_def,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-e9c68e08a6660c77
err_non_template_in_template_id,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-89d4df642811a00b
err_non_thread_thread,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_non_type_template_arg_subobject,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-e112ddca7d9bc35d
err_non_type_template_in_nested_name_specifier,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-1efd547122adb047
err_non_virtual_pure,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-5d754d16412fa85b
err_nonstatic_member_out_of_line,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_noreturn_non_function,Sema,true,true,2,2,1,c,ffmpeg,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-77c1c64eeddbe357
err_not_direct_base_or_virtual,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-3276283740dc05fa
err_not_found_by_two_phase_lookup,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-f829a2d604145e30
err_not_integral_type_bitfield,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-e5b3735983bbb41a
err_not_tag_in_scope,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-689ed8d46e73463d
err_nullability_nonpointer,Sema,false,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_offsetof_bitfield,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_offsetof_field_of_virtual_base,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-a50f4bc095d7f4bc
err_offsetof_incomplete_type,Sema,false,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_offsetof_record_type,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_omp_atomic_not_expression_statement,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-9ac565b626d5fe67
err_omp_expected_var_name_member_expr,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-1f7a62d5233488cc
err_omp_interop_type_not_found,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-8ca424db6ea51f8c
err_omp_linear_distribute_var_non_loop_iteration,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-173b217fc658884c
err_omp_loop_bad_collapse_var,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-8a79fd15167624ad
err_omp_no_clause_for_directive,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-398054f4d31fa1d3
err_omp_not_a_loop_sequence,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-0b35f6cc7e1d0090
err_omp_prohibited_region,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-042ca2373f760376
err_omp_reduction_identifier_mismatch,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-1b5d3168825395a7
err_omp_unexpected_call_to_omp_runtime_api,Sema,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-59ac0ee958ece81e
err_omp_unexpected_directive,Parse,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-d7d0432e2eba6b0a
err_omp_variant_ctx_second_match_extension,Parse,false,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-f9b8515d736f664f
err_only_constructors_take_base_inits,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_opencl_kernel_attr,Sema,false,false,1,1,1,c,ffmpeg,synthesized_injector_campaign,1,fuzzlang-v1-8a92e2b09de07e78
err_operator_arrow_circular,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-c3664cc8ce55553a
err_operator_delete_dependent_param_type,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-4f5ea7517808d4f6|fuzzlang-v2-6a219ce4186ca4f1
err_operator_delete_param_type,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-0c512cfe0b4bf0be
err_operator_new_default_arg,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_operator_new_delete_declared_in_namespace,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_operator_new_delete_declared_static,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-32f1ec3aedb36705
err_operator_new_delete_dependent_result_type,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_operator_new_delete_template_too_few_parameters,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-c7c9bd0b3c8c53fa
err_operator_new_delete_too_few_parameters,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-03f6cf1188c8e7ab
err_operator_new_dependent_param_type,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-dd61587045b4113d
err_operator_new_param_type,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-f5774b02348ce5bd
err_operator_overload_default_arg,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-927a2357ba0c359f
err_operator_overload_must_be,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-eb9b096e6695f239
err_operator_overload_must_be_member,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-bdd25b06cb1b6719
err_operator_overload_needs_class_or_enum,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_operator_overload_static,Sema,true,false,1,1,0,c++,llvm,comment_replacement_insertion_recovery,1,
err_operator_overload_variadic,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-2392c2d4fb65b7bc|fuzzlang-v2-760064d92088ded3
err_os_log_argument_too_big,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-9f14bdfacea9357b
err_out_of_line_constructor_template_id,Parse,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-fc836e5365673555
err_out_of_line_default_deletes,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-9e40ecc989601389
err_overflow_builtin_bit_int_max_size,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_overflow_builtin_must_be_int,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-3bc6b55a31d1aad2
err_overflow_builtin_must_be_ptr_int,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_ovl_ambiguous_conversion_in_cast,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-8165eca804466c43
err_ovl_ambiguous_oper_unary,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-45aa4e6c8027ac48
err_ovl_ambiguous_subscript_call,Sema,true,true,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-cbfe7b1c1b90b259
err_ovl_deleted_conversion_in_cast,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-11e18f1111c85ba7|fuzzlang-v2-aa8b8bdde37c6766
err_ovl_deleted_init,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-5f288a5b9016cfb1
err_ovl_deleted_object_call,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-11902d131f18e9de
err_ovl_deleted_oper,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-2228a89e16c11070
err_ovl_deleted_special_init,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-0ef01af8fb3e5d38
err_ovl_diff_return_type,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_ovl_no_conversion_in_cast,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-4a18ef9c40933a23
err_ovl_no_oper,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|synthesized_injector_campaign,2,fuzzlang-v1-23ffdec6ac04c280
err_ovl_no_viable_conversion_in_cast,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-ea5eacd2b243c988
err_ovl_no_viable_function_in_call,Sema,true,false,2,2,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-630ac011ae2a5d04|fuzzlang-v1-c656a1bd174657ac
err_ovl_no_viable_function_in_init,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-07e95ef9a824f691
err_ovl_no_viable_literal_operator,Sema,true,false,3,3,2,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,3,fuzzlang-v1-51dcb565593d3220|fuzzlang-v2-83bb4a8040f3f3ee
err_ovl_no_viable_member_function_in_call,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-09989af330a1e781
err_ovl_no_viable_oper,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-039f7c99a9594d72
err_ovl_rewrite_equalequal_not_bool,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-771c3fcd44ae8da9
err_ovl_static_nonstatic_member,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_ovl_unresolvable,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v2-ac0976af3b6f53a9
err_pack_expansion_member_init,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-acf1715461325d1e
err_pack_outside_template,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-d08a61b126bb4d74
err_param_default_argument,Sema,true,true,1,1,1,c,ffmpeg,synthesized_injector_campaign,1,fuzzlang-v2-7abfa4f7f377ef80
err_param_default_argument_member_template_redecl,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-e7b10a1052431d85
err_param_default_argument_missing,Sema,true,true,2,1,2,c++,llvm,gemma_append_witness_injector_replay,2,fuzzlang-v2-035375bd70092ba0|fuzzlang-v2-9fbf2a0f0509fc3b
err_param_default_argument_missing_name,Sema,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-1d112243b90dafb3
err_param_default_argument_nonfunc,Sema,true,false,1,1,1,c++,llvm,gemma_append_witness_injector_replay,1,fuzzlang-v2-23cce965b0007427
err_param_default_argument_on_parameter_pack,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_param_default_argument_redefinition,Sema,true,false,4,4,2,c++,llvm,gemma_code_witness_bootstrap|gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v1-4fe062d23dd6204e|fuzzlang-v1-b8b7a0241671b0ad
err_param_default_argument_references_local,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_bootstrap|gemma_code_witness_injector_replay,2,fuzzlang-v1-71688fef6e21964d
err_param_default_argument_references_param,Sema,true,false,4,2,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-d9741bd871a8f092
err_param_default_argument_template_redecl,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_param_with_void_type,Sema,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-c45fca0d42d68270
err_parameter_shadow_capture,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-af1425b063466d04
err_parameters_retval_cannot_have_fp16_type,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-0fc3965c45ecb2e2
err_partial_spec_args_match_primary_template,Sema,true,false,2,2,1,c++,llvm,gemma_code_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-b5b6ae27379bdf8e
err_partial_spec_fully_specialized,Sema,true,false,1,1,1,c++,llvm,gemma_code_witness_injector_replay,1,fuzzlang-v1-1c8b03ff93d289b6
err_partial_spec_ordering_ambiguous,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-27de95a0e678060c
err_partial_specialization_friend,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-c47ce0c7f04b6321
err_paste_at_end,Lex,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_paste_at_start,Lex,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_placeholder_expected_auto_or_decltype_auto,Parse,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-1c9504f595ba5e44
err_placeholder_in_source,Lex,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v1-6dd6657d5af44f1f
err_placement_new_into_const_qualified_storage,Sema,true,false,1,1,0,c++,llvm,gemma_code_witness_bootstrap,1,
err_pointer_to_member_call_drops_quals,Sema,true,false,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-30e3ccdf81b51f95
err_pointer_to_member_oper_value_classify,Sema,true,false,4,4,2,c++,llvm,gemma_append_witness_injector_replay|gemma_code_witness_injector_replay|synthesized_injector_campaign,4,fuzzlang-v2-1d1ec92c1dec9033|fuzzlang-v2-c540be4be0f585f7
err_pointer_to_member_type,Sema,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-c52c0f3d390afb38
err_postfix_after_unary_requires_parens,Parse,true,false,1,1,1,c++,llvm,synthesized_injector_campaign,1,fuzzlang-v1-0f36ae0a8d8b2d58
err_pp_bad_paste,Lex,true,false,1,1,1,c,ffmpeg,synthesized_injector_campaign,1,fuzzlang-v1-88243b6cba4e28a7
err_pp_directive_required,Lex,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-9f72d2332ddbbe15
err_pp_division_by_zero,Lex,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-3f2738e7d4631a95
err_pp_empty_filename,Lex,true,true,2,2,1,c++,llvm,gemma_append_witness_injector_replay|synthesized_injector_campaign,2,fuzzlang-v2-1c3ef68f23c0e923
err_pp_expected_after,Lex,true,false,1,1,1,c++,,synthesized_injector_campaign,1,fuzzlang-v2-c24b812191353295
err_pp_expected_comma_in_arg_list,Lex,true,false,2,1,2,c++,llvm,synthesized_injector_campaign,2,fuzzlang-v1-96d9e95929e351d5|fuzzlang-v2-6fef6ad9ab7181fa
